The {{c1::Buffalo Bills}} are a {{c6::National Football League}} team. They  are apart of the {{c2::American Football}} Confrence {{c3::East}} Division. They are from {{c4::Orchard Park New York}} and play in the {{c5::Highmark Stadium}}}} are apart of the {{c2::American Football}} Confrence {{c3::East}} Division. They are from {{c4::Orchard Park New York}} and play in the {{c5::Highmark Stadium}},Football USA NFL
The {{c1::Dolphins}} are a {{c6::National Football League}} team. They  are apart of the {{c2::American Football}} Confrence {{c3::East}} Division. They are from {{c4::Miami Gardens Florida}} and play in the {{c5::Hard Rock Stadium}}}} are apart of the {{c2::American Football}} Confrence {{c3::East}} Division. They are from {{c4::Miami Gardens Florida}} and play in the {{c5::Hard Rock Stadium}},Football USA NFL
The {{c1::New England Patriots}} are a {{c6::National Football League}} team. They  are apart of the {{c2::American Football}} Confrence {{c3::East}} Division. They are from {{c4::Foxborough Massachusetts}} and play in the {{c5::Gillette Stadium}}}} are apart of the {{c2::American Football}} Confrence {{c3::East}} Division. They are from {{c4::Foxborough Massachusetts}} and play in the {{c5::Gillette Stadium}},Football USA NFL
The {{c1::New York Jets}} are a {{c6::National Football League}} team. They  are apart of the {{c2::American Football}} Confrence {{c3::East}} Division. They are from {{c4::East Rutherford New Jersey}} and play in the {{c5::MetLife Stadium}}}} are apart of the {{c2::American Football}} Confrence {{c3::East}} Division. They are from {{c4::East Rutherford New Jersey}} and play in the {{c5::MetLife Stadium}},Football USA NFL
The {{c1::Ravens}} are a {{c6::National Football League}} team. They  are apart of the {{c2::American Football}} Confrence {{c3::North}} Division. They are from {{c4::Baltimore Maryland}} and play in the {{c5::M&T Bank Stadium}}}} are apart of the {{c2::American Football}} Confrence {{c3::North}} Division. They are from {{c4::Baltimore Maryland}} and play in the {{c5::M&T Bank Stadium}},Football USA NFL
The {{c1::Bengals}} are a {{c6::National Football League}} team. They  are apart of the {{c2::American Football}} Confrence {{c3::North}} Division. They are from {{c4::Cincinnati Ohio}} and play in the {{c5::Paul Brown Stadium}}}} are apart of the {{c2::American Football}} Confrence {{c3::North}} Division. They are from {{c4::Cincinnati Ohio}} and play in the {{c5::Paul Brown Stadium}},Football USA NFL
The {{c1::Browns}} are a {{c6::National Football League}} team. They  are apart of the {{c2::American Football}} Confrence {{c3::North}} Division. They are from {{c4::Cleveland Ohio}} and play in the {{c5::FirstEnergy Stadium}}}} are apart of the {{c2::American Football}} Confrence {{c3::North}} Division. They are from {{c4::Cleveland Ohio}} and play in the {{c5::FirstEnergy Stadium}},Football USA NFL
The {{c1::Steelers}} are a {{c6::National Football League}} team. They  are apart of the {{c2::American Football}} Confrence {{c3::North}} Division. They are from {{c4::Pittsburgh Pennsylvania}} and play in the {{c5::Heinz Field}}}} are apart of the {{c2::American Football}} Confrence {{c3::North}} Division. They are from {{c4::Pittsburgh Pennsylvania}} and play in the {{c5::Heinz Field}},Football USA NFL
The {{c1::Texans}} are a {{c6::National Football League}} team. They  are apart of the {{c2::American Football}} Confrence {{c3::South}} Division. They are from {{c4::Houston Texas}} and play in the {{c5::NRG Stadium}}}} are apart of the {{c2::American Football}} Confrence {{c3::South}} Division. They are from {{c4::Houston Texas}} and play in the {{c5::NRG Stadium}},Football USA NFL
The {{c1::Colts}} are a {{c6::National Football League}} team. They  are apart of the {{c2::American Football}} Confrence {{c3::South}} Division. They are from {{c4::Indianapolis Indiana}} and play in the {{c5::Lucas Oil Stadium}}}} are apart of the {{c2::American Football}} Confrence {{c3::South}} Division. They are from {{c4::Indianapolis Indiana}} and play in the {{c5::Lucas Oil Stadium}},Football USA NFL
